responder_id,experiment_content,response_datetime,experiment_launch_date,experiment_question_type,experiment_response_click,experiment_response_view,experiment_response_convert,experiment_metric_value,experiment_metric_name,experiment_group
15,campaign content,03-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
15,campaign content,04-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
15,campaign content,05-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
15,campaign content,06-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
15,campaign content,07-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
15,campaign content,08-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
15,campaign content,09-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
15,campaign content,10-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
15,campaign content,11-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
15,campaign content,12-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
15,campaign content,13-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
15,campaign content,14-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
15,campaign content,15-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
15,campaign content,16-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
15,campaign content,17-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
15,campaign content,18-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
15,campaign content,19-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
15,campaign content,20-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
15,campaign content,21-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
15,campaign content,22-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
15,campaign content,23-05-2022,15-05-2022,Alternative,1,1,1,657.8721282,Total revenue,With Treatment
15,campaign content,24-05-2022,15-05-2022,Baseline,1,1,1,0.877456906,Total revenue,No Treatment
15,campaign content,25-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
15,campaign content,26-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
15,campaign content,27-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
15,campaign content,28-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
15,campaign content,29-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
15,campaign content,30-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
15,campaign content,31-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
15,campaign content,01-06-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
15,campaign content,02-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
15,campaign content,03-06-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
15,campaign content,04-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
15,campaign content,05-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
15,campaign content,06-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
15,campaign content,07-06-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
15,campaign content,08-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
15,campaign content,09-06-2022,15-05-2022,Alternative,1,1,1,278.1944383,Total revenue,With Treatment
15,campaign content,10-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
15,campaign content,11-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
16,campaign content,01-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
16,campaign content,02-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
16,campaign content,03-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
16,campaign content,04-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
16,campaign content,05-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
16,campaign content,06-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
16,campaign content,07-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
16,campaign content,08-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
16,campaign content,09-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
16,campaign content,10-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
16,campaign content,11-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
16,campaign content,12-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
16,campaign content,13-04-2022,15-05-2022,Alternative,1,1,1,890.8727146,Total revenue,With Treatment
16,campaign content,14-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
16,campaign content,15-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
16,campaign content,16-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
16,campaign content,17-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
16,campaign content,18-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
16,campaign content,19-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
16,campaign content,20-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
16,campaign content,21-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
16,campaign content,22-04-2022,15-05-2022,Baseline,1,1,1,614.8961897,Total revenue,No Treatment
16,campaign content,23-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
16,campaign content,24-04-2022,15-05-2022,Alternative,1,1,1,294.0719128,Total revenue,With Treatment
16,campaign content,25-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
16,campaign content,26-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
16,campaign content,27-04-2022,15-05-2022,Alternative,1,1,1,228.9755084,Total revenue,With Treatment
16,campaign content,28-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
16,campaign content,29-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
16,campaign content,30-04-2022,15-05-2022,Baseline,1,1,1,377.754907,Total revenue,No Treatment
16,campaign content,01-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
16,campaign content,02-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
16,campaign content,03-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
16,campaign content,04-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
16,campaign content,05-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
16,campaign content,06-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
16,campaign content,07-05-2022,15-05-2022,Alternative,1,1,1,429.2012598,Total revenue,With Treatment
16,campaign content,08-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
16,campaign content,09-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
16,campaign content,10-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
16,campaign content,11-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
16,campaign content,12-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
16,campaign content,13-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
16,campaign content,14-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
16,campaign content,15-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
16,campaign content,16-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
16,campaign content,17-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
16,campaign content,18-05-2022,15-05-2022,Baseline,1,1,1,267.0557625,Total revenue,No Treatment
16,campaign content,19-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
16,campaign content,20-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
16,campaign content,21-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
16,campaign content,22-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
16,campaign content,23-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
16,campaign content,24-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
16,campaign content,25-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
16,campaign content,26-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
16,campaign content,27-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
16,campaign content,28-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
16,campaign content,29-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
16,campaign content,30-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
16,campaign content,31-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
16,campaign content,01-06-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
16,campaign content,02-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
16,campaign content,03-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
16,campaign content,04-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
16,campaign content,05-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
16,campaign content,06-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
16,campaign content,07-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
16,campaign content,08-06-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
16,campaign content,09-06-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
16,campaign content,10-06-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
16,campaign content,11-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
17,campaign content,01-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,02-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,03-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,04-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,05-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
17,campaign content,06-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,07-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
17,campaign content,08-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
17,campaign content,09-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
17,campaign content,10-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
17,campaign content,11-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
17,campaign content,12-04-2022,15-05-2022,Baseline,1,1,1,778.0794731,Total revenue,No Treatment
17,campaign content,13-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,14-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
17,campaign content,15-04-2022,15-05-2022,Alternative,1,1,1,926.048945,Total revenue,With Treatment
17,campaign content,16-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
17,campaign content,17-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
17,campaign content,18-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
17,campaign content,19-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
17,campaign content,20-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
17,campaign content,21-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
17,campaign content,22-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
17,campaign content,23-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
17,campaign content,24-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
17,campaign content,25-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
17,campaign content,26-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,27-04-2022,15-05-2022,Alternative,1,1,1,647.2644502,Total revenue,With Treatment
17,campaign content,28-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
17,campaign content,29-04-2022,15-05-2022,Baseline,1,1,1,276.0076864,Total revenue,No Treatment
17,campaign content,30-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
17,campaign content,01-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
17,campaign content,02-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,03-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,04-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
17,campaign content,05-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
17,campaign content,06-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
17,campaign content,07-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
17,campaign content,08-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
17,campaign content,09-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,10-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
17,campaign content,11-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
17,campaign content,12-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
17,campaign content,13-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
17,campaign content,14-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
17,campaign content,15-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,16-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,17-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
17,campaign content,18-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
17,campaign content,19-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,20-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
17,campaign content,21-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,22-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,23-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
17,campaign content,24-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
17,campaign content,25-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
17,campaign content,26-05-2022,15-05-2022,Baseline,1,1,1,698.6946697,Total revenue,No Treatment
17,campaign content,27-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
17,campaign content,28-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
17,campaign content,29-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,30-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
17,campaign content,31-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,01-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,02-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
17,campaign content,03-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
17,campaign content,04-06-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
17,campaign content,05-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
17,campaign content,06-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
17,campaign content,07-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
17,campaign content,08-06-2022,15-05-2022,Baseline,1,1,1,32.56035654,Total revenue,No Treatment
17,campaign content,09-06-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
17,campaign content,10-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
17,campaign content,11-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
18,campaign content,01-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
18,campaign content,02-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
18,campaign content,03-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
18,campaign content,04-04-2022,15-05-2022,Baseline,1,1,1,1.463862818,Total revenue,No Treatment
18,campaign content,05-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
18,campaign content,06-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
18,campaign content,07-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
18,campaign content,08-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
18,campaign content,09-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,10-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
18,campaign content,11-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
18,campaign content,12-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
18,campaign content,13-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
18,campaign content,14-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,15-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,16-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
18,campaign content,17-04-2022,15-05-2022,Alternative,1,1,1,610.8652942,Total revenue,With Treatment
18,campaign content,18-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
18,campaign content,19-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,20-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,21-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
18,campaign content,22-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
18,campaign content,23-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,24-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
18,campaign content,25-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
18,campaign content,26-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,27-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,28-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,29-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,30-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
18,campaign content,01-05-2022,15-05-2022,Baseline,1,1,1,199.5913798,Total revenue,No Treatment
18,campaign content,02-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,03-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
18,campaign content,04-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
18,campaign content,05-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
18,campaign content,06-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
18,campaign content,07-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,08-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,09-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
18,campaign content,10-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,11-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
18,campaign content,12-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
18,campaign content,13-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
18,campaign content,14-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
18,campaign content,15-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,16-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
18,campaign content,17-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,18-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
18,campaign content,19-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
18,campaign content,20-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
18,campaign content,21-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,22-05-2022,15-05-2022,Alternative,1,1,1,470.3360107,Total revenue,With Treatment
18,campaign content,23-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
18,campaign content,24-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
18,campaign content,25-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
18,campaign content,26-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
18,campaign content,27-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
18,campaign content,28-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
18,campaign content,29-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
18,campaign content,30-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
18,campaign content,31-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
18,campaign content,01-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,02-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
18,campaign content,03-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,04-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
18,campaign content,05-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,06-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
18,campaign content,07-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
18,campaign content,08-06-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
18,campaign content,09-06-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
18,campaign content,10-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
18,campaign content,11-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
19,campaign content,01-04-2022,15-05-2022,Baseline,1,1,1,509.2534259,Total revenue,No Treatment
19,campaign content,02-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
19,campaign content,03-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
19,campaign content,04-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
19,campaign content,05-04-2022,15-05-2022,Alternative,1,1,1,701.3497145,Total revenue,With Treatment
19,campaign content,06-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
19,campaign content,07-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
19,campaign content,08-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
19,campaign content,09-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
19,campaign content,10-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
19,campaign content,11-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
19,campaign content,12-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
19,campaign content,13-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
19,campaign content,14-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
19,campaign content,15-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
19,campaign content,16-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
19,campaign content,17-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
19,campaign content,18-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
19,campaign content,19-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
19,campaign content,20-04-2022,15-05-2022,Alternative,1,1,1,519.1503513,Total revenue,With Treatment
19,campaign content,21-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
19,campaign content,22-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
19,campaign content,23-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
19,campaign content,24-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
19,campaign content,25-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
19,campaign content,26-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
19,campaign content,27-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
19,campaign content,28-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
19,campaign content,29-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
19,campaign content,30-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
19,campaign content,01-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
19,campaign content,02-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
19,campaign content,03-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
19,campaign content,04-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
19,campaign content,05-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
19,campaign content,06-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
19,campaign content,07-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
19,campaign content,08-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
19,campaign content,09-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
19,campaign content,10-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
19,campaign content,11-05-2022,15-05-2022,Baseline,1,1,1,430.2806282,Total revenue,No Treatment
19,campaign content,12-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
19,campaign content,13-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
19,campaign content,14-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
